datetime,day of week,total,place,angbutter,plain bread,jam,americano,croissant,caffe latte,tiramisu croissant,cacao deep,pain au chocolat,almond croissant,croque monsieur,mad garlic,milk tea,gateau chocolat,pandoro,cheese cake,lemon ade,orange pound,wiener,vanila latte,berry ade,tiramisu,merinque cookies,date,time,am_pm,month,day,year
12/28/2019 14:51,Sat,17000,???,,,,,4,,,,,,,,,,,,,,,,,,,12/28/2019,2:51:00,PM,12,28,2019
12/28/2019 14:55,Sat,21500,???,,2,,,,,1,,2,,,,,,,,,,,,,,,12/28/2019,2:55:00,PM,12,28,2019
12/28/2019 14:58,Sat,24300,?? 2?,1,1,,,,,,,,1,,,,,,1,,,,,,,,12/28/2019,2:58:00,PM,12,28,2019
12/28/2019 15:52,Sat,19300,?? 3?,1,,,,1,,,1,,,,,,,,,,,2,,,,,12/28/2019,3:52:00,PM,12,28,2019
12/28/2019 16:18,Sat,58900,??,3,2,,,4,,3,2,,,,,,,,,,,,,,,,12/28/2019,4:18:00,PM,12,28,2019
12/28/2019 16:38,Sat,21100,??,2,,,,,,,,,1,,,,,,1,,,,,,,,12/28/2019,4:38:00,PM,12,28,2019
12/29/2019 11:16,Sun,14000,???,1,,,,,,1,,1,,,,,,,,,,,,,,,12/29/2019,11:16:00,AM,12,29,2019
12/29/2019 11:34,Sun,15300,??,1,,,1,,,1,,,,,,,,,,,,,,,,,12/29/2019,11:34:00,AM,12,29,2019
12/29/2019 12:11,Sun,15300,??,1,,,,,,,1,,,,,,,,,,1,,,,,,12/29/2019,12:11:00,PM,12,29,2019
12/29/2019 12:24,Sun,23900,?? 1?,4,1,,,,,,,,,,,,,,,,,,,,,,12/29/2019,12:24:00,PM,12,29,2019
12/29/2019 12:39,Sun,14800,??,1,1,,,,,1,,,,,,,,,,,,,,,,,12/29/2019,12:39:00,PM,12,29,2019
12/29/2019 12:52,Sun,23800,?? 3?,2,1,,,,,1,,,,,,,,,1,,,,,,,,12/29/2019,12:52:00,PM,12,29,2019
12/29/2019 13:03,Sun,19800,?? 3?,,1,1,,,,,,,,,,,1,,,,1,,1,,,,12/29/2019,1:03:00,PM,12,29,2019
12/29/2019 13:34,Sun,14800,?? 3?,1,,,,,,,,1,,,,,,1,,,,,,,,,12/29/2019,1:34:00,PM,12,29,2019
12/29/2019 13:43,Sun,15800,?? 1?,1,,,,,,,1,,,,,,,,1,,,,,,,,12/29/2019,1:43:00,PM,12,29,2019
12/29/2019 14:26,Sun,14800,??,1,,,,,,,,1,,,,,,,,,,,1,,,,12/29/2019,2:26:00,PM,12,29,2019
12/29/2019 14:32,Sun,15000,?? 3?,,,,1,,,1,,,,,,,,1,,,,,,,,,12/29/2019,2:32:00,PM,12,29,2019
12/29/2019 14:39,Sun,14000,?? 2?,,1,,1,,1,,,,,,,,,,,,,,,,,,12/29/2019,2:39:00,PM,12,29,2019
12/29/2019 14:42,Sun,22800,??,1,,,1,,,,1,1,,,,,,,,,,,1,,,,12/29/2019,2:42:00,PM,12,29,2019
12/29/2019 16:02,Sun,25500,????,,1,,1,,,,,,1,,,,,,,,1,2,,,,,12/29/2019,4:02:00,PM,12,29,2019
12/30/2019 11:27,Mon,19800,??,1,,,1,,,1,,,,,,,,,,,1,,,,,,12/30/2019,11:27:00,AM,12,30,2019
12/30/2019 11:44,Mon,15300,???,1,1,1,,,,,,,,,,,,,,,,1,,,,,12/30/2019,11:44:00,AM,12,30,2019
12/30/2019 12:23,Mon,91300,???,6,,,,,,6,,6,,,,,,2,,,,1,,,,,12/30/2019,12:23:00,PM,12,30,2019
12/30/2019 14:35,Mon,53900,????,3,1,,,4,,,,,2,,,,,,,,2,,,,,,12/30/2019,2:35:00,PM,12,30,2019
12/30/2019 15:12,Mon,16100,?? 1?,2,,,,,,1,,,,,,,,,,,,,,,,,12/30/2019,3:12:00,PM,12,30,2019
12/30/2019 15:22,Mon,26100,???,2,,,,,,,,,,,,2,,,,,1,,,,,,12/30/2019,3:22:00,PM,12,30,2019
12/30/2019 15:44,Mon,15800,???,1,,,,,,,,,,,,,,,,,,2,,,,1,12/30/2019,3:44:00,PM,12,30,2019
1/2/2020 11:22,Thur,15000,???,,1,1,,1,,,,1,,,,,,,,,,,,,,,1/2/2020,11:22:00,AM,1,2,2020
1/2/2020 11:23,Thur,20300,??,1,,,,,,1,,,,,,,,1,,,1,,,,,,1/2/2020,11:23:00,AM,1,2,2020
1/2/2020 11:33,Thur,42900,???,3,,,,1,,,,,1,,,,,1,,,1,,,,,1,1/2/2020,11:33:00,AM,1,2,2020
1/2/2020 12:17,Thur,16500,?? 3?,,1,,1,,1,,,,,,,,,,,,,1,,,,,1/2/2020,12:17:00,PM,1,2,2020
1/2/2020 12:27,Thur,14300,?? 2?,2,1,,,,,,,,,,,,,,,,,,,,,,1/2/2020,12:27:00,PM,1,2,2020
1/2/2020 12:33,Thur,14800,?? 1?,1,1,,,,,1,,,,,,,,,,,,,,,,,1/2/2020,12:33:00,PM,1,2,2020
1/2/2020 12:50,Thur,29300,?? 3?,1,,,,,,1,,,,,,1,,,,,1,,,,,,1/2/2020,12:50:00,PM,1,2,2020
1/2/2020 14:06,Thur,17600,???,2,1,1,,,,,,,,,,,,,,,,,,,,,1/2/2020,2:06:00,PM,1,2,2020
1/2/2020 14:16,Thur,16500,?? 2?,,,,,1,,,1,2,,,,,,,,,,,,,,,1/2/2020,2:16:00,PM,1,2,2020
1/2/2020 15:40,Thur,46900,????,8,,,,,,1,,,,,,,,,,,,,,,,,1/2/2020,3:40:00,PM,1,2,2020
1/3/2020 11:03,Fri,21600,???,2,,,,,,,,,,,,,,1,,,,,1,,,,1/3/2020,11:03:00,AM,1,3,2020
1/3/2020 11:14,Fri,15500,???,,,,,,,,,,,,,1,,1,,,1,,,,,,1/3/2020,11:14:00,AM,1,3,2020
1/3/2020 11:17,Fri,20300,???,1,,,,1,,1,,,,,,,,,,,1,,,,,,1/3/2020,11:17:00,AM,1,3,2020
1/3/2020 11:59,Fri,16300,?? 3?,1,,,,,,,,,1,,,,,,,,,2,,,,,1/3/2020,11:59:00,AM,1,3,2020
1/3/2020 13:44,Fri,17300,?? 3?,1,1,,,,,1,,,,,,,,,,,,1,,,,,1/3/2020,1:44:00,PM,1,3,2020
1/3/2020 14:05,Fri,17000,?? 3?,,1,,,1,,,,,,,,,,1,,,,,,,,,1/3/2020,2:05:00,PM,1,3,2020
1/3/2020 14:17,Fri,43100,?? 1?,2,,,,,,4,,,,,,,,2,,,1,,,,,,1/3/2020,2:17:00,PM,1,3,2020
1/3/2020 14:18,Fri,18000,???,,1,,,2,,,,,,,,,,,,,1,,,,,,1/3/2020,2:18:00,PM,1,3,2020
1/3/2020 15:41,Fri,16100,?? 2?,2,,,,,,,,,,,,,,,,,1,,,,,,1/3/2020,3:41:00,PM,1,3,2020
1/3/2020 16:06,Fri,17300,???,,1,,,,1,,,1,,,,,1,,,,,,,,,,1/3/2020,4:06:00,PM,1,3,2020
1/3/2020 16:25,Fri,15100,?? 2?,1,,,,,,,,,,,,,1,,,,1,,,,,,1/3/2020,4:25:00,PM,1,3,2020
1/3/2020 17:23,Fri,20600,?? 2?,2,,,,,,,,,,,,,,,,,2,,,,,,1/3/2020,5:23:00,PM,1,3,2020
1/4/2020 11:03,Sat,23800,??,1,,,,,1,1,,1,,,,,,,,1,,,,,,,1/4/2020,11:03:00,AM,1,4,2020
1/4/2020 11:10,Sat,14800,?? 3?,1,,,1,,,,1,,,,,,,,,,,,,,,,1/4/2020,11:10:00,AM,1,4,2020
1/4/2020 12:51,Sat,24800,???,2,1,,,,,,,,,,,,,,1,,1,,,,,,1/4/2020,12:51:00,PM,1,4,2020
1/4/2020 14:36,Sat,15300,?? 1?,1,,,1,,1,,,,,,,,,,,,,,,,,,1/4/2020,2:36:00,PM,1,4,2020
1/4/2020 14:52,Sat,17400,???,3,,,,,,,,,,,,,,,,,,,,,,,1/4/2020,2:52:00,PM,1,4,2020
1/4/2020 16:02,Sat,15100,?? 3?,1,,,,,,,,,,,,,1,,,,,,1,,,,1/4/2020,4:02:00,PM,1,4,2020
1/4/2020 17:23,Sat,16500,?? 3?,,,,,,,,,,,,,,,,,,1,4,,,,,1/4/2020,5:23:00,PM,1,4,2020
1/5/2020 11:03,Sun,16800,???,1,,,,,,,,,,,,1,,,,,1,,,,,,1/5/2020,11:03:00,AM,1,5,2020
1/5/2020 11:10,Sun,18600,??,2,,,,,,,,,1,,,,,,,,,1,,,,,1/5/2020,11:10:00,AM,1,5,2020
1/5/2020 11:13,Sun,26700,?? 1?,4,,1,1,,,,,,,,,,,,,,,,,,,,1/5/2020,11:13:00,AM,1,5,2020
1/5/2020 11:19,Sun,14300,??,1,,,,,,,1,1,,,,,,,,,,,,,,,1/5/2020,11:19:00,AM,1,5,2020
1/5/2020 11:23,Sun,18000,??,,,,1,,,1,,,,,,,,,1,,,1,,,,,1/5/2020,11:23:00,AM,1,5,2020
1/5/2020 12:15,Sun,16400,???,3,,,,,,,,,,,,,,,,,,,,,,,1/5/2020,12:15:00,PM,1,5,2020
1/5/2020 12:37,Sun,14300,??,1,1,,,,,,1,,,,,,,,,,,,,,,,1/5/2020,12:37:00,PM,1,5,2020
1/5/2020 13:49,Sun,20300,???,1,,,,1,,1,,,,,,,,,,,1,,,,,,1/5/2020,1:49:00,PM,1,5,2020
1/5/2020 13:59,Sun,14500,?? 1?,,,,,1,,,1,,,,,,,,,,,2,,,,,1/5/2020,1:59:00,PM,1,5,2020
1/5/2020 14:06,Sun,23800,??,1,1,,,,,1,,,,,,,,,,,1,,1,,,,1/5/2020,2:06:00,PM,1,5,2020
1/5/2020 14:46,Sun,18300,?? 2?,1,1,,,1,,,,,,,,,,,,,1,,,,,,1/5/2020,2:46:00,PM,1,5,2020
1/5/2020 14:54,Sun,14300,??,1,1,,1,,,,,,,,,,,,,,,,,,,,1/5/2020,2:54:00,PM,1,5,2020
1/5/2020 15:06,Sun,24400,?? 2?,1,1,,,,,,,,,,,1,,,,,,,,,,,1/5/2020,3:06:00,PM,1,5,2020
1/5/2020 16:54,Sun,15300,?? 3?,1,,,1,,,,,,,,,,,,,,1,,,,,,1/5/2020,4:54:00,PM,1,5,2020
1/5/2020 17:25,Sun,19600,??,2,,,,,,,,1,,,,,,,,,1,,,,,,1/5/2020,5:25:00,PM,1,5,2020
1/6/2020 12:25,Mon,14800,??,1,1,,,,1,,,,,,,,,,,,,,,,,,1/6/2020,12:25:00,PM,1,6,2020
1/6/2020 12:30,Mon,30800,?? 2?,1,1,,,2,,2,,,,,,,,,,,1,,,,,,1/6/2020,12:30:00,PM,1,6,2020
1/6/2020 12:43,Mon,18300,?? 3?,1,,,,1,,,,1,,,,,,1,,,,,,,,,1/6/2020,12:43:00,PM,1,6,2020
1/6/2020 12:50,Mon,17300,??,,,,,2,,1,,,,,,,1,,,,,,,,,,1/6/2020,12:50:00,PM,1,6,2020
1/6/2020 16:00,Mon,14300,??,1,,,1,,,,,1,,,,,,,,,,,,,,,1/6/2020,4:00:00,PM,1,6,2020
1/6/2020 16:30,Mon,14000,?? 2?,,,1,,2,,,,1,,,,,,,,,,,,,,,1/6/2020,4:30:00,PM,1,6,2020
1/8/2020 11:15,Wed,18100,?? 2?,3,,,,,,,,,,,,,,,,,,1,,,,,1/8/2020,11:15:00,AM,1,8,2020
1/8/2020 11:26,Wed,26000,?? 1?,5,,,,,,,,,,,,,,,,,,,,,,,1/8/2020,11:26:00,AM,1,8,2020
1/8/2020 12:42,Wed,22600,???,2,1,,,1,,,1,,,,,,,,,,,,,,,,1/8/2020,12:42:00,PM,1,8,2020
1/8/2020 12:47,Wed,30300,????,1,,,,1,3,1,,,,,,,,,,,,,,,,,1/8/2020,12:47:00,PM,1,8,2020
1/8/2020 13:08,Wed,21200,?? 3?,4,,,,,,,,,,,,,,,,,,,,,,,1/8/2020,1:08:00,PM,1,8,2020
1/8/2020 13:15,Wed,41400,?? 3?,3,,,,2,,2,,,,,,,,,,,2,,,,,,1/8/2020,1:15:00,PM,1,8,2020
1/8/2020 13:31,Wed,18300,???,1,2,,,,,,,1,,,,,,,,,,,,,,,1/8/2020,1:31:00,PM,1,8,2020
1/8/2020 15:19,Wed,27200,???,4,,,,,,,,,,,,,,,,,,2,,,,,1/8/2020,3:19:00,PM,1,8,2020
1/8/2020 15:42,Wed,19800,??,2,,,,,,1,,,,,,1,,,,,,,,,,,1/8/2020,3:42:00,PM,1,8,2020
1/8/2020 16:33,Wed,26900,????,3,,,1,,,,,,,,,,,,,,1,,,,,,1/8/2020,4:33:00,PM,1,8,2020
1/9/2020 11:12,Thur,35700,???,4,,,,,,2,,,,,,,,1,,,,,,,,,1/9/2020,11:12:00,AM,1,9,2020
1/9/2020 11:39,Thur,28300,?? 2?,2,1,1,,1,,,,,,,,,,1,,,1,,,,,,1/9/2020,11:39:00,AM,1,9,2020
1/9/2020 12:09,Thur,17000,?? 2?,2,2,,,,,,,,,,,,,,,,,,,,,,1/9/2020,12:09:00,PM,1,9,2020
1/9/2020 12:27,Thur,28800,??,1,,,,,,2,,1,,,,,,,,,1,2,,,,,1/9/2020,12:27:00,PM,1,9,2020
1/9/2020 12:34,Thur,18300,?? 3?,1,2,,,,,1,,,,,,,,,,,,,,,,,1/9/2020,12:34:00,PM,1,9,2020
1/9/2020 13:44,Thur,21900,?? 3?,2,,,1,,,,,,,,,,1,,,,,1,,,,,1/9/2020,1:44:00,PM,1,9,2020
1/9/2020 13:59,Thur,19800,???,1,,,1,,,1,,,,,,,,,,,1,,,,,,1/9/2020,1:59:00,PM,1,9,2020
1/9/2020 15:22,Thur,23300,??,1,1,,,,,,,1,,,,,,,,,1,2,,,,,1/9/2020,3:22:00,PM,1,9,2020
1/9/2020 15:42,Thur,19600,?? 3?,2,1,,,,,,,,,,,,,1,,,,,,,,,1/9/2020,3:42:00,PM,1,9,2020
1/9/2020 15:59,Thur,17600,???,2,1,,,,,,,,,,,,,,,,,1,,,,,1/9/2020,3:59:00,PM,1,9,2020
1/9/2020 16:00,Thur,14800,?? 2?,1,1,,,,,,,,,,,,,1,,,,,,,,,1/9/2020,4:00:00,PM,1,9,2020
1/9/2020 17:00,Thur,14800,?? 1?,1,,,,1,,,,,,,,,,1,,,,,,,,,1/9/2020,5:00:00,PM,1,9,2020
1/10/2020 11:07,Fri,16300,???,1,,,,,,1,1,,,,,,,,,,,,,,,,1/10/2020,11:07:00,AM,1,10,2020
1/10/2020 12:51,Fri,21800,??,1,,,1,,,,1,,,,,,,,,,,1,1,,,,1/10/2020,12:51:00,PM,1,10,2020
1/10/2020 12:57,Fri,19600,?? 1?,2,,,,,,1,,1,,,,,,,,,,,,,,,1/10/2020,12:57:00,PM,1,10,2020
1/10/2020 13:42,Fri,20100,?? 3?,2,,,,,,,1,,,,,1,,,,,,,,,,,1/10/2020,1:42:00,PM,1,10,2020
1/10/2020 13:51,Fri,15800,?? 1?,1,,,,,,1,,,,,,,,,,,,,1,,,,1/10/2020,1:51:00,PM,1,10,2020
1/10/2020 14:11,Fri,14300,??,1,,,1,,,,,1,,,,,,,,,,,,,,,1/10/2020,2:11:00,PM,1,10,2020
1/10/2020 14:48,Fri,19300,???,1,,,,,,,,,,,,,,,,,2,1,,,,,1/10/2020,2:48:00,PM,1,10,2020
1/10/2020 15:10,Fri,19300,??,1,1,1,1,1,,,,,,,,,,,,,,,,,,,1/10/2020,3:10:00,PM,1,10,2020
1/11/2020 11:03,Sat,29000,?? 2?,,,,,,,6,,,,,,,,,,,,,,,,,1/11/2020,11:03:00,AM,1,11,2020
1/11/2020 13:03,Sat,20600,?? 3?,2,,,,,,2,,,,,,,,,,,,,,,,,1/11/2020,1:03:00,PM,1,11,2020
1/11/2020 13:11,Sat,15100,???,1,,,,,,1,,,,,,,1,,,,,,,,,,1/11/2020,1:11:00,PM,1,11,2020
1/11/2020 13:16,Sat,19600,???,2,,,,1,,,,1,,,,,,,,,,,,,,,1/11/2020,1:16:00,PM,1,11,2020
1/11/2020 14:09,Sat,14800,?? 2?,2,,,1,,,,,,,,,,,,,,,,,,,,1/11/2020,2:09:00,PM,1,11,2020
1/11/2020 14:19,Sat,18300,?? 3?,1,,,,2,,,,,,,,,,1,,,,,,,,,1/11/2020,2:19:00,PM,1,11,2020
1/11/2020 15:10,Sat,15800,?? 2?,1,,,,,,,,,,,,,,,,1,1,,,,,,1/11/2020,3:10:00,PM,1,11,2020
1/11/2020 15:42,Sat,15800,???,1,,,,,,,,,,,,,,2,,,,,,,,,1/11/2020,3:42:00,PM,1,11,2020
1/12/2020 11:03,Sun,17300,?? 2?,2,,,,,,,1,,,,,,,,,,,1,,,,,1/12/2020,11:03:00,AM,1,12,2020
1/12/2020 11:03,Sun,21800,?? 1?,1,,,,,,,,1,,,,2,,,,,,1,,,,,1/12/2020,11:03:00,AM,1,12,2020
1/12/2020 12:16,Sun,44100,?? 3?,,2,,,2,,,4,,,,,,2,1,,,,,,,,,1/12/2020,12:16:00,PM,1,12,2020
1/12/2020 12:19,Sun,45400,???,8,1,1,,,,,,,,,,,,,,,,,,,,,1/12/2020,12:19:00,PM,1,12,2020
1/12/2020 12:30,Sun,16000,?? 3?,,1,1,,,,,,,1,,,,,1,,,,,,,,,1/12/2020,12:30:00,PM,1,12,2020
1/12/2020 12:42,Sun,18000,?? 3?,,1,,,1,,,,,,,,,,1,,,,,,1,,,1/12/2020,12:42:00,PM,1,12,2020
1/12/2020 13:23,Sun,18300,???,1,1,,,2,,,,,,,,,,,,,,,,,,,1/12/2020,1:23:00,PM,1,12,2020
1/12/2020 14:11,Sun,14800,???,1,1,,,,,1,,,,,,,,,,,,,,,,,1/12/2020,2:11:00,PM,1,12,2020
1/12/2020 14:19,Sun,24400,??,3,,,,,,,,1,,,,,,,,,1,,,,,,1/12/2020,2:19:00,PM,1,12,2020
1/12/2020 14:31,Sun,14500,??,,1,1,1,,,,,1,,,,,,,,,,,,,,,1/12/2020,2:31:00,PM,1,12,2020
1/12/2020 16:05,Sun,14500,?? 1?,,,,2,,,,,,,,,,,,,,1,,,,,,1/12/2020,4:05:00,PM,1,12,2020
1/12/2020 16:23,Sun,19600,?? 1?,2,,,2,,,,,,,,,,,,,,,,,,,,1/12/2020,4:23:00,PM,1,12,2020
1/12/2020 16:30,Sun,17000,?? 1?,,,,,,2,,,1,,,,,,,,,,1,,,,,1/12/2020,4:30:00,PM,1,12,2020
1/12/2020 17:05,Sun,21300,??,1,1,1,,,,,,,,,,1,,,1,,,,,,,,1/12/2020,5:05:00,PM,1,12,2020
1/13/2020 11:52,Mon,20300,?? 2?,1,,,,,,1,,,,,,1,,,,,,,1,,,,1/13/2020,11:52:00,AM,1,13,2020
1/13/2020 11:59,Mon,15300,??,1,,,1,,,1,,,,,,,,,,,,,,,,,1/13/2020,11:59:00,AM,1,13,2020
1/13/2020 12:23,Mon,19000,???,,2,,,,,,,,,,,,,2,,,,,,,,,1/13/2020,12:23:00,PM,1,13,2020
1/13/2020 13:49,Mon,19300,?? 3?,1,,,,1,,,,,,,,,,,,,,,1,1,,,1/13/2020,1:49:00,PM,1,13,2020
1/13/2020 15:44,Mon,15100,??,2,,,,1,,,,,,,,,,,,,,,,,,,1/13/2020,3:44:00,PM,1,13,2020
1/13/2020 15:50,Mon,20500,?? 3?,,,,,,,,,,1,,,,,,,,,,1,1,,,1/13/2020,3:50:00,PM,1,13,2020
1/13/2020 15:52,Mon,14800,?? 3?,1,,,,,,,,1,,,,1,,,,,,,,,,,1/13/2020,3:52:00,PM,1,13,2020
1/13/2020 16:55,Mon,14500,???,,,1,,1,,,1,1,,,,,,,,,,,,,,,1/13/2020,4:55:00,PM,1,13,2020
1/15/2020 11:04,Wed,20300,????,1,1,,,1,,1,,,,,,,,,,,,,,,,,1/15/2020,11:04:00,AM,1,15,2020
1/15/2020 11:08,Wed,17300,???,1,,,,1,,,,,,,,,,1,,,,1,,,,,1/15/2020,11:08:00,AM,1,15,2020
1/15/2020 11:24,Wed,15500,?? 3?,,,,,,,,1,,1,,,,,,1,,,,,,,,1/15/2020,11:24:00,AM,1,15,2020
1/15/2020 11:28,Wed,116500,???,10,,,,,,10,,2,,,,,,3,,,,,,,,,1/15/2020,11:28:00,AM,1,15,2020
1/15/2020 12:19,Wed,16000,?? 2?,,1,1,,,,,1,,,,,,,,1,,,,,,,,1/15/2020,12:19:00,PM,1,15,2020
1/15/2020 13:01,Wed,18300,???,1,1,,,,,1,,1,,,,,,,,,,,,,,,1/15/2020,1:01:00,PM,1,15,2020
1/15/2020 13:16,Wed,15000,???,,,,,,,,1,1,1,,,,,,,,,,,,,,1/15/2020,1:16:00,PM,1,15,2020
1/15/2020 13:22,Wed,26300,?? 3?,1,1,,,2,,,,,,,,1,,,,,1,,,,,,1/15/2020,1:22:00,PM,1,15,2020
1/15/2020 14:46,Wed,18800,?? 3?,1,1,,1,,,,,,,,,,,1,,,,,,,,,1/15/2020,2:46:00,PM,1,15,2020
1/16/2020 11:28,Thur,18800,???,1,1,,,1,,,,,,,,,,,,,,,,,,1,1/16/2020,11:28:00,AM,1,16,2020
1/16/2020 14:09,Thur,14800,??,1,1,,,,1,,,,,,,,,,,,,,,,,,1/16/2020,2:09:00,PM,1,16,2020
1/17/2020 11:46,Fri,14800,?? 2?,1,1,,,,,,,,,,,,,,,,1,,,,,,1/17/2020,11:46:00,AM,1,17,2020
1/17/2020 12:13,Fri,26600,???,2,2,,,2,,,,,,,,,,,,,,,,,,,1/17/2020,12:13:00,PM,1,17,2020
1/17/2020 12:26,Fri,16300,???,1,,,1,,,,,,,,,,,1,,,,,,,,,1/17/2020,12:26:00,PM,1,17,2020
1/17/2020 13:30,Fri,16300,?? 3?,1,,,,1,,,,1,,,,,,,,,,1,,,,,1/17/2020,1:30:00,PM,1,17,2020
1/17/2020 14:15,Fri,17800,???,1,,,,,,,,,,,,,,,1,,,2,,,,,1/17/2020,2:15:00,PM,1,17,2020
1/17/2020 14:17,Fri,15300,?? 2?,1,,,,,,,1,,,,,,,,,,1,,,,,,1/17/2020,2:17:00,PM,1,17,2020
1/18/2020 11:16,Sat,18300,?? 3?,1,1,,,1,,1,,,,,,,,,,,,,,,,,1/18/2020,11:16:00,AM,1,18,2020
1/18/2020 12:31,Sat,25800,???,1,1,,,2,,,1,1,,,,,,,,,,,,,,,1/18/2020,12:31:00,PM,1,18,2020
1/18/2020 13:17,Sat,15000,??,,1,1,1,,,,1,,,,,,,,,,,,,,,,1/18/2020,1:17:00,PM,1,18,2020
1/18/2020 14:11,Sat,34700,??,4,,,,,,3,,,,,,,,,,,,,,,,,1/18/2020,2:11:00,PM,1,18,2020
1/18/2020 14:36,Sat,16500,??,,,1,,1,,1,,,,,,,,,1,,,,,,,,1/18/2020,2:36:00,PM,1,18,2020
1/18/2020 14:52,Sat,14300,?? 2?,1,1,,1,,,,,,,,,,,,,,,,,,,,1/18/2020,2:52:00,PM,1,18,2020
1/18/2020 15:27,Sat,23600,???,2,2,,,,,,,,,,,,,,,,,2,,,,,1/18/2020,3:27:00,PM,1,18,2020
1/18/2020 16:12,Sat,14500,?? 1?,,,,,1,,,,,1,,,,,,,,,,1,,,,1/18/2020,4:12:00,PM,1,18,2020
1/19/2020 11:05,Sun,19300,?? 1?,1,1,,,,,1,,,,,,,,,,,1,,,,,,1/19/2020,11:05:00,AM,1,19,2020
1/19/2020 11:09,Sun,14800,?? 3?,1,,,1,,,,1,,,,,,,,,,,,,,,,1/19/2020,11:09:00,AM,1,19,2020
1/19/2020 11:09,Sun,31100,??,1,,,1,,,1,1,1,,,,,1,1,,,,,,,,,1/19/2020,11:09:00,AM,1,19,2020
1/19/2020 11:18,Sun,20600,??,2,,,,,,1,,,,,,,,1,,,,,,,,,1/19/2020,11:18:00,AM,1,19,2020
1/19/2020 11:21,Sun,37000,???,,,,,,,4,4,,,,,,,,,,,,,,,,1/19/2020,11:21:00,AM,1,19,2020
1/19/2020 11:49,Sun,14500,??,,1,1,,1,,,1,,,,,,,,,,,,,,,,1/19/2020,11:49:00,AM,1,19,2020
1/19/2020 12:40,Sun,16300,?? 1?,1,,1,,,,1,,1,,,,,,,,,,,,,,,1/19/2020,12:40:00,PM,1,19,2020
1/19/2020 12:52,Sun,32100,?? 3?,2,2,,,,1,,,,,,,,,1,,,,,1,,,,1/19/2020,12:52:00,PM,1,19,2020
1/19/2020 13:17,Sun,24300,??,,,,,,,,,,1,,,,1,1,1,,,,1,,,,1/19/2020,1:17:00,PM,1,19,2020
1/19/2020 13:22,Sun,21100,???,2,,,1,,1,,,,,,,,,,,,,,,,,,1/19/2020,1:22:00,PM,1,19,2020
1/19/2020 14:18,Sun,23900,?? 2?,2,,,1,,,,,,,,,,1,,,,,,,1,,,1/19/2020,2:18:00,PM,1,19,2020
1/19/2020 14:23,Sun,15100,?? 3?,1,,,,,,,,,,,,,1,,,,,,1,,,,1/19/2020,2:23:00,PM,1,19,2020
1/19/2020 15:53,Sun,19100,?? 2?,3,1,,,,,,,,,,,,,,,,,,,,,,1/19/2020,3:53:00,PM,1,19,2020
1/19/2020 15:54,Sun,27400,?? 1?,3,2,,1,,,,,,,,,,,,,,,,,,,,1/19/2020,3:54:00,PM,1,19,2020
1/19/2020 16:21,Sun,19800,???,1,1,,1,,,,,,1,,,,,,,,,,,,,,1/19/2020,4:21:00,PM,1,19,2020
1/19/2020 16:52,Sun,17800,????,1,,,1,,,,,,,,,,,,,,1,1,,,,,1/19/2020,4:52:00,PM,1,19,2020
1/20/2020 11:25,Mon,23800,?? 3?,1,,,,,,1,,1,,,,,,,1,,,,,,,1,1/20/2020,11:25:00,AM,1,20,2020
1/20/2020 11:32,Mon,15000,?? 3?,,,,1,,,1,,,,,,,,1,,,,,,,,,1/20/2020,11:32:00,AM,1,20,2020
1/20/2020 12:46,Mon,14800,???,1,,,,1,,,,,,,,,,,,,1,,,,,,1/20/2020,12:46:00,PM,1,20,2020
1/20/2020 13:28,Mon,19500,?? 1?,,,,,5,,,,,,,,,,,,,,,,,,,1/20/2020,1:28:00,PM,1,20,2020
1/20/2020 13:59,Mon,19300,?? 3?,1,,,,1,,1,,,,,,,,,,,1,,,,,,1/20/2020,1:59:00,PM,1,20,2020
1/22/2020 11:09,Wed,16100,???,2,,,,1,,,,,,,,,,,,,,,,,,,1/22/2020,11:09:00,AM,1,22,2020
1/22/2020 11:50,Wed,18100,?? 3?,1,,,1,1,,,,,,,,,1,,,,,,,,,,1/22/2020,11:50:00,AM,1,22,2020
1/22/2020 12:04,Wed,20300,????,1,1,,,1,,,,,,,,,,,,,,,1,,,,1/22/2020,12:04:00,PM,1,22,2020
1/22/2020 13:44,Wed,18300,?? 3?,1,1,,,1,,1,,,,,,,,,,,,,,,,,1/22/2020,1:44:00,PM,1,22,2020
1/22/2020 14:17,Wed,18500,???,,,,1,,,1,,1,,,,,,1,,,,,,,,,1/22/2020,2:17:00,PM,1,22,2020
1/22/2020 15:22,Wed,14500,?? 3?,,1,1,1,,,,,1,,,,,,,,,,,,,,,1/22/2020,3:22:00,PM,1,22,2020
1/22/2020 16:08,Wed,14800,?? 3?,1,1,,,,,,,,,,,,,,,,1,,,,,,1/22/2020,4:08:00,PM,1,22,2020
1/22/2020 16:14,Wed,15600,??,1,,,,,,,,,,,,,1,,1,,,,,,,,1/22/2020,4:14:00,PM,1,22,2020
1/23/2020 11:08,Thur,77100,???,7,,,,,,5,,,,,,,,4,,,,,,,,,1/23/2020,11:08:00,AM,1,23,2020
1/23/2020 11:17,Thur,58700,???,9,,,,,,,,1,,,,,,1,,,1,,,,,,1/23/2020,11:17:00,AM,1,23,2020
1/23/2020 11:37,Thur,14100,??,1,,,,,,,,1,,,,,1,,,,,,,,,,1/23/2020,11:37:00,AM,1,23,2020
